timestamp,Volume,VWAP,Open,Close,High,Low,Trades,MA_Short,MA_Long
2024-06-03,17484675.0,412.8073,415.525,413.52,416.43,408.9234,447158,420.562,419.9955
2024-06-04,14348917.0,413.9785,412.43,416.07,416.44,409.675,316576,417.712,420.122
2024-06-05,16988038.0,421.7613,417.81,424.01,424.08,416.3,362676,416.68,420.8555
2024-06-06,14861251.0,423.6291,424.01,424.52,425.31,420.58,339050,418.65,421.5545
2024-06-07,13621650.0,424.4686,426.2,423.85,426.28,423.0,242543,420.39400000000006,422.131
2024-06-10,14003034.0,426.9254,424.7,427.87,428.08,423.89,366210,423.264,422.7875
2024-06-11,14551101.0,430.1586,425.475,432.68,432.82,425.25,351901,426.58599999999996,423.73549999999994
2024-06-12,22366233.0,439.4047,435.32,441.06,443.4,433.25,493585,429.996,424.9605
2024-06-13,15960565.0,441.5155,440.85,441.58,443.39,439.37,358457,433.408,425.88550000000004
2024-06-14,13581985.0,441.7604,438.275,442.57,443.1376,436.721,324884,437.15200000000004,426.96450000000004
2024-06-17,20790030.0,446.7889,442.585,448.37,450.94,440.72,438278,441.25200000000007,428.37250000000006
2024-06-18,17112504.0,446.7172,449.705,446.34,450.14,444.89,381009,443.98400000000004,429.4225
2024-06-20,19877378.0,444.5529,446.3,445.7,446.53,441.27,444422,444.912,430.25550000000004
2024-06-21,34486172.0,448.872,447.38,449.78,450.58,446.51,384957,446.55199999999996,431.21849999999995
2024-06-24,15913719.0,448.711,449.8,447.67,452.75,446.41,391482,447.572,432.25199999999995
2024-06-25,16747529.0,449.9838,448.25,450.95,451.42,446.75,312623,448.088,433.2915
2024-06-26,16507030.0,451.8189,449.0,452.16,453.6,448.19,327608,449.25199999999995,434.3835
2024-06-27,14806324.0,453.5715,452.175,452.85,456.17,451.77,327938,450.6820000000001,435.5675
2024-06-28,28362271.0,449.6845,453.07,446.95,455.38,446.41,399860,450.116,437.1815
2024-07-01,17662818.0,453.2717,448.66,456.73,457.37,445.66,414466,451.92800000000005,439.26149999999996
2024-07-02,13979779.0,457.5916,453.2,459.28,459.59,453.113,352739,453.59400000000005,441.54949999999997
2024-07-03,9932830.0,459.7752,458.19,460.77,461.02,457.88,297118,455.316,443.78450000000004
2024-07-05,16000290.0,466.1665,459.61,467.56,468.35,458.965,410920,458.258,445.962
2024-07-08,12962321.0,465.8994,466.55,466.24,467.7,464.46,394953,462.116,448.04800000000006
2024-07-09,17228507.0,461.2484,467.0,459.54,467.33,458.0,457064,462.678,449.8325
2024-07-10,18196100.0,463.8625,461.22,466.25,466.46,458.855,399314,464.072,451.7515
2024-07-11,23111175.0,455.7877,462.98,454.7,464.78,451.55,567255,462.858,452.8525000000001
2024-07-12,16324274.0,453.8281,454.325,453.55,456.36,450.645,438221,460.05600000000004,453.477
2024-07-15,14429447.0,453.9164,453.3,453.96,457.26,451.43,410307,457.6,454.096
2024-07-16,17175679.0,449.2642,454.22,449.52,454.3,446.66,462050,455.596,454.4435
2024-07-17,21754021.0,442.4715,442.59,443.52,444.85,439.18,541859,451.05,454.201
2024-07-18,20794822.0,438.7823,444.34,440.37,444.65,434.4,512514,448.184,453.90250000000003
2024-07-19,20940417.0,436.7179,433.1,437.11,441.14,432.0,483493,444.896,453.47299999999996
2024-07-22,15808755.0,442.5844,441.79,442.94,444.6,438.9125,405669,442.692,453.13100000000003
2024-07-23,13107050.0,445.2049,443.895,444.85,448.39,443.1,316402,441.758,452.99000000000007
2024-07-24,26805800.0,431.0394,440.45,428.9,441.48,427.585,550695,438.834,451.8875
2024-07-25,29943795.0,422.0261,428.8,418.4,429.8,417.51,618079,434.43999999999994,450.1995
2024-07-26,23583839.0,424.2656,418.2,425.27,428.915,417.27,437364,432.072,448.8205
2024-07-29,15125836.0,427.3855,431.58,426.73,432.15,424.7042,372627,428.83000000000004,447.80949999999996
2024-07-30,32687578.0,416.1541,427.72,422.92,429.05,417.36,673248,424.4440000000001,446.11899999999997
2024-07-31,42891366.0,417.4317,420.495,418.35,421.775,412.21,812250,422.334,444.07250000000005
2024-08-01,30296400.0,419.1844,420.785,417.11,427.46,413.0901,570644,422.076,441.88950000000006
2024-08-02,29437900.0,407.4872,412.49,408.49,415.0,404.34,640102,418.71999999999997,438.93600000000004
2024-08-05,40709238.0,394.819,389.17,395.15,401.04,385.58,911327,412.404,435.38149999999996
2024-08-06,24946525.0,401.5969,400.0,399.61,405.67,398.5,523891,407.742,432.38500000000005
2024-08-07,20650906.0,402.4902,408.635,398.43,410.08,397.47,434281,403.758,428.994
2024-08-08,20203030.0,402.8599,402.44,402.69,405.86,399.9407,388851,400.874,426.3935
2024-08-09,19276666.0,405.4199,404.03,406.02,408.05,402.2624,329992,400.38,424.017
2024-08-12,16762883.0,406.4858,407.06,406.81,408.76,404.2434,338061,402.712,421.65950000000004
2024-08-13,19414271.0,413.2735,409.59,414.01,414.95,409.57,338600,405.592,419.884
2024-08-14,18266980.0,416.0948,414.8,416.86,417.72,412.4456,318420,409.27799999999996,418.55100000000004
2024-08-15,20752144.0,420.0442,419.8,421.03,421.11,417.66,345855,412.946,417.584
2024-08-16,22775593.0,419.0297,420.6,418.47,421.34,417.3,326153,415.436,416.65199999999993
2024-08-19,15233957.0,419.8896,418.96,421.53,421.75,416.46,325670,418.38,415.58149999999995
2024-08-20,16387581.0,423.8665,421.7,424.8,425.86,421.64,311630,420.538,414.579
2024-08-21,16067298.0,423.8693,424.075,424.14,426.4,421.72,299663,421.99399999999997,414.341
